drink,drink_id,Category,cocktail_pic,Ingredients,Instructions
California Lemonade,11205,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qvvxwy1472406424.jpg,"2 oz  Blended whiskey,  Juice of 1  Lemon, Juice of 1  Lime, 1 tblsp  Powdered sugar, 1/4 tsp  Grenadine, 
 Carbonated water",Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.
California Root Beer,14282,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,"3/4 oz  Kahlua,  3/4 oz  Galliano, Juice of 1  Lime",Put Kahlua and Galliano in highball glass fill with soda
Campari Beer,16047,Beer,http://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,"1 bottle  Lager,  1 1/2 cl  Campari",Use a 15 oz glass. Add Campari first. Fill with beer.
Caribbean Boilermaker,17065,Beer,http://www.thecocktaildb.com/images/media/drink/svsxsv1454511666.jpg,"1 bottle  Corona,  1 shot  Light rum",Pour the Corona into an 18oz beer glass pour the rum into the beer.
Caribbean Orange Liqueur,12796,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,"3 large  Orange,  3 cups  Vodka, ","Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age."
Casino,17185,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,"2 oz  Gin,  1/4 tsp  Maraschino liqueur, 1/4 tsp  Lemon juice, 2 dashes  Orange bitters, 1  Cherry",Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.
Casino Royale,11224,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,"2 oz  Gin,  1/2 oz  Lemon juice, 1 tsp  Maraschino liqueur, 1 dash  Orange bitters, 1  Egg yolk","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass."
Castillian Hot Chocolate,12730,Cocoa,http://www.thecocktaildb.com/images/media/drink/3nbu4a1487603196.jpg,"1/2 cup  Cocoa powder,  1 cup  Sugar, 7 tsp  Cornstarch, 1/2 cup  Water, 1 qt  Milk","Shift the cocoa and sugar together into a medium-sized saucepan. Dissolve the cornstarch in the water, and stir into the cocoa and sugar until it is a smooth paste. Begin heating the mixture, stirring it with a whisk, and gradually pour in the milk. Continue stirring with the whisk as you bring the liquid to a simmer. Allow the chocolate to simmer for about 10 minutes, stirring often, until it is thick, glossy and completely smooth. Serve steaming hot in coffee mug. Serves six."
Champagne Cocktail,11227,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ehh5df1504366811.jpg,"Chilled  Champagne,  1 piece  Sugar, 2 dashes  Bitters, 1 twist of  Lemon peel, 1 dash Cognac",Add dash of Angostura bitter onto sugar cube and drop it into champagne flute. Add cognac followed by gently pouring chilled champagne. Garnish with orange slice and maraschino cherry.
Cherry Electric Lemonade,17174,Cocktail,http://www.thecocktaildb.com/images/media/drink/tquyyt1451299548.jpg,"1 oz Gin,  1 oz Tequila, 1 oz Vodka, 1 oz White rum, 1 oz Triple Sec, 1 oz Cherry Grenadine, 1 oz Sweet and sour, 3 oz Club soda",Now stir vigorously and then pour over a large cup of ice. Now drink it with a straw and stir occasionally.
Cherry Rum,11239,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,"1 1/4 oz  Light rum,  1 1/2 tsp  Cherry brandy, 1 oz Vodka","Shake all ingredients with ice, strain into a cocktail glass, and serve."
Chicago Fizz,11242,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,"1 oz  Light rum,  1 oz  Port, Juice of 1/2  Lemon, 1 tsp  Powdered sugar, 1  Egg white, 
 Carbonated water","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
Chocolate Beverage,12732,Cocoa,http://www.thecocktaildb.com/images/media/drink/jbqrhv1487603186.jpg,"6 cups  Milk,  3 oz Mexican  Chocolate, 1 tsp powdered  Cinnamon, 3  Egg","Boil milk in the top of a deep double boiler five minutes. Remove from fire and add chocolate, mixed with the cinnamon, a little at a time, beating with molinillo or egg beater after each addition. When the chocolate is thoroughly blended, heat to the boiling point. Place over bottom of double boiler and add eggs, whipping constantly, until they are thoroughly blended and the mixture is frothing. Serve in coffee mug. Serves eight."
Chocolate Black Russian,11243,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,"1 oz  Kahlua,  1/2 oz  Vodka, 1 tsp powdered  Cinnamon",Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.
Chocolate Drink,12734,Cocoa,http://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,"125 gr Chocolate,  3/4 L  Milk","Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug."
Chocolate Milk,13328,Shot,http://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,"1/2 shot  Chocolate liqueur,  1/2 shot  Milk, ","Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!"
Chocolate Monkey,15615,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,"1 shot  Banana liqueur,  2 shots  Creme de Cacao, 2 scoops  Chocolate ice-cream, 1 oz  Chocolate syrup, 4 oz  Chocolate milk, 1  Whipped cream, 1  Cherry, 1 piece  Banana","blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry."
Citrus Coke,17135,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,"1 part  Bacardi Limon,  2 parts  Coca-Cola",Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!
City Slicker,11251,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,"2 oz  Brandy,  1/2 oz  Triple sec, ","In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
Classic Old-Fashioned,11145,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,"3 dashes  Bitters,  1 tsp  Water, 1  Sugar, 3 oz  Bourbon, 1  Orange, 1  Maraschino cherry","In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick."
Clove Cocktail,11255,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,"1 oz  Sweet Vermouth,  1/2 oz  Sloe gin, 1  Sugar","Stir all ingredients with ice, strain into a cocktail glass, and serve."
Clover Club,17186,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,"1 1/2 oz  Gin,  2 tsp  Grenadine, Juice of 1/2  Lemon, 1  Egg white","Dry shake ingredients to emulsify, add ice, shake and served straight up."
Coffee Liqueur,12798,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,"10 tblsp instant  Coffee,  4 tblsp  Vanilla extract, 2 1/2 cups  Sugar, 1 qt  Vodka, 2 1/2 cups  Water","Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks."
Coffee-Vodka,12800,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,"2 cups  Water,  2 cups white  Sugar, 1/2 cup instant  Coffee, 1/2  Vanilla, 1 1/2 cup  Vodka, 
 Caramel coloring","Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product."
Coke and Drops,17108,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,"1 dl  Coca-Cola,  7 drops  Lemon juice","Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass."
Cosmopolitan,17196,Cocktail,http://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,"1 1/4 oz  Absolut Citron,  1/4 oz  Lime juice, 1/4 oz  Cointreau, 1/4 cup  Cranberry juice",Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.
Cosmopolitan Martini,14133,Cocktail,http://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,"1/2 oz  Cointreau,  1 oz  Vodka, Juice of 1/2  Lime, 1 splash  Cranberry juice","Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass."
Cranberry Cordial,12802,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,"1/2 kg chopped  Cranberries,  3/4 L  Sugar, Juice of 1/2  Lime","Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks."
Cranberry Punch,12890,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,"4 cups  Cranberry juice,  1 1/2 cup  Sugar, 4 cups  Pineapple juice, 1 tblsp  Almond flavoring, 2 qt  Ginger ale","Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold."
Cream Soda,14608,Cocktail,http://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,"1 oz  Spiced rum,  
 Ginger ale",Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.
Creme de Menthe,12808,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,"8 cups  Sugar,  6 cups  Water, 1 pint  Grain alcohol, 1 oz pure  Peppermint extract, 1 tblsp green  Food coloring",Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.
Cuba Libra,13751,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,"1-2 shot  Dark rum,  Squeeze  Lime, Fill with  Coca-Cola, 
 Ice",Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!
Cuba Libre,11288,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uuxsrr1473201663.jpg,"2 oz  Light rum,  Juice of 1/2  Lime",Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.
Daiquiri,11291,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/usuuur1439906797.jpg,"1 1/2 oz  Light rum,  Juice of 1/2  Lime, ",Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.
Damned if you do,13194,Shot,http://www.thecocktaildb.com/images/media/drink/ql7bmx1503565106.jpg,"0.75 oz  Whiskey,  0.25 oz  Hot Damn",Pour into shot glass. Put in mouth. Repeat as deemed necessary.
Danbooka,15409,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,"3 parts  Coffee,  1 part  Everclear",pour it in and mix it.
Dark Caipirinha,17177,Cocktail,http://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,"2 tsp  demerara Sugar,  1 Lime, ","Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well."
Dark and Stormy,17211,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,"5 cl Dark Rum,  10 cl Ginger Beer",In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.
Darkwood Sling,14482,Soft Drink / Soda,http://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,"1 part  Cherry Heering,  1 part  Soda water, 1 part  Orange juice,  cubes
 Ice","There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes."
Derby,17187,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/i502ra1504349156.jpg,"6 cl gin,  2 dashes Peach Bitters, 1 part  Orange juice",Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.
Diesel,13128,Beer,http://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,"1/2 pint  Lager,  1/2 pint  Cider, 2 Fresh leaves Mint",Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.
Dirty Martini,17181,Cocktail,http://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,"70ml/2fl oz Vodka,  1 tbsp Dry Vermouth, 2 tbsp Olive Brine, 1 wedge Lemon, 1 Olive","Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive."
Dirty Nipple,14466,Shot,http://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,"
 Kahlua,  
 Sambuca, 2 tbsp Olive Brine",This is a layered shot - the Bailey's must be on top
Downshift,16991,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,"2 part  Fruit punch,  1 part  Sprite, 2 shots  Tequila, Float Bacardi  151 proof rum","Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional."
Dragonfly,11320,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/lnvbip1504389100.jpg,"1 1/2 oz  Gin,  4 oz  Ginger ale, 2 shots  Tequila","In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge."
Drinking Chocolate,12736,Cocoa,http://www.thecocktaildb.com/images/media/drink/u6jrdf1487603173.jpg,"2 oz  Heavy cream,  6-8 oz  Milk, 1 stick  Cinnamon, 1  Vanilla, 2 oz finely chopped dark  Chocolate, Fresh  Whipped cream","Heat the cream and milk with the cinnamon and vanilla bean very slowly for 15-20 minutes. (If you don't have any beans add 1-2 tsp of vanilla after heating). Remove the bean and cinnamon. Add the chocolate. Mix until fully melted. Serve topped with some very dense fresh whipped cream. Serves 1-2 depending upon how much of a glutton you are. For a richer chocolate, use 4 oz of milk, 4 oz of cream, 4 oz of chocolate. Serve in coffee mug."
Dry Rob Roy,11324,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,"2 1/2 oz  Scotch,  1 1/2 tsp  Dry Vermouth, 1 stick  Cinnamon","In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
Dubonnet Cocktail,11326,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xxsuwr1439457147.jpg,"1 1/2 oz  Dubonnet Rouge,  3/4 oz  Gin, 1 dash  Bitters, 1 twist of  Lemon peel",Stir all ingredients (except lemon peel) with ice and strain into a cocktail glass. Add the twist of lemon peel and serve.
Duchamp's Punch,17182,Cocktail,http://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,"5 cl Pisco,  2.5 cl Lime Juice, 2.5 cl Pineapple Syrup, 1.5 cl St. Germain, 2 Dashes Angostura Bitters, Pinch Pepper, 2 sprigs Lavender","Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs"
Egg Cream,12668,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,"2 tblsp  Chocolate syrup,  6 oz whole  Milk, 2.5 cl Pineapple Syrup","Mix syrup and milk in a fountain glass. Add soda water, serve with a straw."
Egg Nog #4,12910,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,"6  Egg yolk,  1/4 cup  Sugar, 2 cups  Milk, 1/2 cup  Light rum, 1/2 cup  Bourbon, 1 tsp  Vanilla extract, 1/4 tsp  Salt, 1 cup  Whipping cream, 6  Egg white, 1/4 cup  Sugar, Ground  Nutmeg","In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups."
Egg Nog - Healthy,12916,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,"1/2 cup  Egg,  3 tblsp  Sugar, 13 oz skimmed  Condensed milk, 3/4 cup skimmed  Milk, 1 tsp  Vanilla extract, 1 tsp  Rum, 
 Nutmeg","Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings."
Egg-Nog - Classic Cooked,12914,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,"6  Egg,  1/4 cup  Sugar, 1/4 tsp  Salt, 1 qt  Milk, 1 tsp  Vanilla extract","In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately."
English Highball,11338,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dhvr7d1504519752.jpg,"3/4 oz  Brandy,  3/4 oz  Gin, 3/4 oz  Sweet Vermouth, 
 Carbonated water, 
 Lemon peel","Pour brandy, gin, and sweet vermouth into a highball glass over ice cubes. Fill with carbonated water. Add the twist of lemon peel, stir, and serve. (Ginger ale may be substituted for carbonated water, if preferred.)"
English Rose Cocktail,11339,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yxwrpp1441208697.jpg,"3/4 oz  Apricot brandy,  1 1/2 oz  Gin, 3/4 oz  Dry Vermouth, 1 tsp  Grenadine, 1/4 tsp  Lemon juice, 1  Cherry",Rub rim of cocktail glass with lemon juice and dip rim of glass in powdered sugar. Shake all ingredients (except cherry) with ice and strain into sugar-rimmed glass. Top with the cherry and serve.
Espresso Martini,17212,Cocktail,http://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,"5 cl Vodka,  1 cl Kahlua, 3/4 oz  Dry Vermouth","Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass"
Fahrenheit 5000,13070,Shot,http://www.thecocktaildb.com/images/media/drink/tysssx1473344692.jpg,"1/2 oz  Firewater,  1/2 oz  Absolut Peppar, 1 dash Sugar syrup",Cover bottom of shot glass with Tabasco Sauce and then fill with half Firewater and half Absolut Peppar.
Flaming Dr. Pepper,13202,Shot,http://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,"1 oz  Amaretto,  1 oz  Vodka, 1 oz Bacardi  151 proof rum, 1 oz  Dr. Pepper, 1 oz  Beer","Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer"
Flaming Lamborghini,16485,Cocktail,http://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,"1 oz  Kahlua,  1 oz  Sambuca, 1 oz  Blue Curacao, 1 oz  Bailey's irish cream","Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!"
Flander's Flake-Out,13675,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sqvqrx1461866705.jpg,"1/4 glass  Sambuca,  3/4 glass  Sarsaparilla",Bang 'em both in.
Flying Dutchman,11368,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akik8t1504519958.jpg,"2 oz  Gin,  1/2 oz  Triple sec","In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well."
Flying Scotchman,11369,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/glgrix1504520040.jpg,"1 oz  Scotch,  1 oz  Sweet Vermouth, 1 dash  Bitters, 1/4 tsp  Sugar syrup","Shake all ingredients with ice, strain into a cocktail glass, and serve."
Foxy Lady,11375,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,"1/2 oz  Amaretto,  1/2 oz  Creme de Cacao, 1 dash  Bitters","Shake all ingredients with ice, strain into a chilled cocktail glass, and serve."
Frappé,12768,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vqwryq1441245927.jpg,"1/2 cup black  Coffee,  1/2 cup  Milk, 2 oz  Light cream","Mix together. Blend at highest blender speed for about 1 minute. Pour into a glass and drink with a straw. Notes: This works best if everything is cold (if you make fresh coffee, mix it with the milk and let it sit in the fridge for 1/2 hour. If it is not frothy, add more milk, or even just some more milk powder. The froth gradually turns to liquid at the bottom of the glass, so you will find that you can sit and drink this for about 1/2 hour, with more iced coffee continually appearing at the bottom. Very refreshing."
Freddy Kruger,14688,Shot,http://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,"1/2 oz  Jägermeister,  1/2 oz  Sambuca, 1-2 tsp  Sugar",make it an ample size shot!!
"French ""75""",11379,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qpvxsx1439906903.jpg,"1 1/2 oz  Gin,  2 tsp superfine  Sugar, 1 1/2 oz  Lemon juice, 4 oz Chilled  Champagne, 1  Orange, 1  Maraschino cherry","In a shaker half-filled with ice cubes, combine the gin, sugar, and lemon juice. Shake well. Pour into a collins glass. Top with the Champagne. Stir well and garnish with the orange slice and the cherry."
French 75,17197,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4qnyty1504368615.jpg,"1 1/2 oz  Gin,  2 tsp superfine  Sugar, 1 1/2 oz  Lemon juice, 4 oz Chilled  Champagne, 1  Orange, 1  Maraschino cherry","Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently."
French Connection,17198,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,"1 1/2 oz  Cognac,  3/4 oz  Amaretto",Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.
French Martini,17213,Cocktail,http://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,"4.5 cl Vodka,  1.5 cl Raspberry Liqueur, ",Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.
Frisco Sour,11382,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/y39l941504884150.jpg,"2 oz  Blended whiskey,  1/2 oz  Benedictine, Juice of 1/4  Lemon, Juice of 1/2  Lime, 1 slice  Lemon, 1 slice  Lime",Shake all ingredients (except slices of lemon and lime) with ice and strain into a whiskey sour glass. Decorate with the slices of lemon and lime and serve.
Frozen Daiquiri,11387,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7oyrj91504884412.jpg,"1 1/2 oz  Light rum,  1 tblsp  Triple sec, 1 1/2 oz  Lime juice, 1 tsp  Sugar, 1  Cherry, 1 cup crushed  Ice","Combine all ingredients (except for the cherry) in an electric blender and blend at a low speed for five seconds, then blend at a high speed until firm. Pour contents into a champagne flute, top with the cherry, and serve."
Frozen Mint Daiquiri,11390,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg,"2 oz  Light rum,  1 tblsp  Lime juice, 6  Mint, 1 tsp  Sugar",Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.
Frozen Pineapple Daiquiri,11391,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/j2mqsb1504736097.jpg,"1 1/2 oz  Light rum,  4 chunks  Pineapple, 1 tblsp  Lime juice, 1/2 tsp  Sugar",Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a champagne flute and serve.
Fruit Cooler,12670,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,"1 can frozen  Apple juice,  1 cup  Strawberries, 2 tblsp  Sugar, 1  Lemon, 1  Apple, 1 L  Soda water, 
 Ice","Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve."
Fruit Flip-Flop,12672,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,"1 cup  Yoghurt,  1 cup  Fruit juice","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
Fruit Shake,12674,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,"1 cup fruit  Yoghurt,  1  Banana, 4 oz frozen  Orange juice, 1/2 piece textural  Fruit, 6  Ice",Blend til smooth.
Fuzzy Asshole,15743,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,"1/2  Coffee,  1/2  Peach schnapps",fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.
GG,15997,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg,"2 1/2 shots  Galliano,  
 Ginger ale, ",Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.
Gagliardo,12758,Cocktail,http://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,"5 parts  Peach Vodka,  3 parts  Lemon juice, 1 part  Galliano, 1 part  Sirup of roses","Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy."
Gentleman's Club,11396,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ezvy1c1504883335.jpg,"1 1/2 oz  Gin,  1 oz  Brandy, 1 oz  Sweet Vermouth, 1 oz  Club soda","In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well."
